chunk_id,rule_id,domain,source_file,error_code,historical_context,severity,difficulty,text
471,open-music-theory:CADENCE_GRAVITY:307,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"On e rule of thumb is that unless an excerpt’s te mpo i s quite slow, it’s not common for phrase s to be tw o measures long. • Next, check the harmonies involved in these INTRODUCTION TO HARMONY, CADENCES, AND PHRASE ENDINGS | 372 --- Page 406 --- • Mark potential cadence points • Analyze the harmonies involved • Listen for a sense of beginning after each potential cadence point potential cadence points: ◦ x–V = pote ntial HC ◦ V–I = pote ntial AC ▪ If do is in the soprano over I an d both h armonies are in root pos ition, it’s a pote ntial PAC. ▪ If something else like mi or sol is in the soprano over I, it’s a pote ntial IAC."
472,open-music-theory:CADENCE_GRAVITY:308,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"▪ If V, I, o r both h armonies are inverted, i t’s a pote ntial IAC. ◦ If it doesn’t involve one of the above two progressions, then it’s not a pote ntial cadence. (Note th at this doesn’t m ean it doesn’t represent some kind of ending."
473,open-music-theory:CADENCE_GRAVITY:309,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"(Note th at this doesn’t m ean it doesn’t represent some kind of ending. It j ust means it’s not a c adence.1 ) • Finally, listen for what happens after each pote ntial cadence point. ◦ Since true c adences mark the end of a phrase, i t’s very common for cadences to be f ollowed by a sense of beginning."
474,open-music-theory:CADENCE_GRAVITY:310,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"It j ust means it’s not a c adence.1 ) • Finally, listen for what happens after each pote ntial cadence point. ◦ Since true c adences mark the end of a phrase, i t’s very common for cadences to be f ollowed by a sense of beginning. This “be ginning” m ay be a r epetition of the beginning of the phrase th at just ended, o r it may be n ew material that starts a n ew phrase."
475,open-music-theory:CADENCE_GRAVITY:311,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"This “be ginning” m ay be a r epetition of the beginning of the phrase th at just ended, o r it may be n ew material that starts a n ew phrase. He aring a se nse of beginning following a c adence point is a gr eat way to h elp verify that what you’ve marked as a pote ntial cadence is indeed a true c adence point. ◦ If, instead, you hear repetition of material from the middle of the previous phrase, y our potential cadence may not be a true c adence."
476,open-music-theory:CADENCE_GRAVITY:312,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"He aring a se nse of beginning following a c adence point is a gr eat way to h elp verify that what you’ve marked as a pote ntial cadence is indeed a true c adence point. ◦ If, instead, you hear repetition of material from the middle of the previous phrase, y our potential cadence may not be a true c adence. Instead, it likely represents a pote ntial cadence point that has bee n subverted."
477,open-music-theory:CADENCE_GRAVITY:313,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"◦ If, instead, you hear repetition of material from the middle of the previous phrase, y our potential cadence may not be a true c adence. Instead, it likely represents a pote ntial cadence point that has bee n subverted. Writing Authentic Cadences (with triads only) The steps for wri ting a P AC o r IAC ar e summ arized i n the box below and illustrated in Examples 7–10."
478,open-music-theory:CADENCE_GRAVITY:314,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Instead, it likely represents a pote ntial cadence point that has bee n subverted. Writing Authentic Cadences (with triads only) The steps for wri ting a P AC o r IAC ar e summ arized i n the box below and illustrated in Examples 7–10. Sometimes, for example, the melody suggests an e nding, b ut the harmony doesn't parti cipate."
479,open-music-theory:CADENCE_GRAVITY:315,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Ca dences are special goal points bec ause th ey represent places where both th e melody and harmony agree on a phrase e nding. 373 | INTRODUCTION TO HARMONY, CADENCES, AND PHRASE ENDINGS --- Page 407 --- 1. Write the entire bass: sol–do 3."
480,open-music-theory:DOMINANT_FUNCTION:316,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"(Remember, in root position chords, it’s common to double the bass.) 5. If you’re writing in minor, remember that you need to use the leading-tone, ti , in your V chord (making it a major triad, not minor) to give it momentum toward the tonic. One or more interactive ele ments has bee n excluded f rom this v ersion of the text."
481,open-music-theory:CADENCE_GRAVITY:317,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"One or more interactive ele ments has bee n excluded f rom this v ersion of the text. You can view them online here: https://viv a.pressbook s.pub/ope nmusictheory/?p=2809 INTRODUCTION TO HARMONY, CADENCES, AND PHRASE ENDINGS | 374 --- Page 408 --- Example 9. Writing a n IAC in a majo r key."
482,open-music-theory:CADENCE_GRAVITY:318,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Writing a n IAC in a min or key. Writing Half Cadences (using I and V only) The steps for wri ting a HC ar e summ arized i n the box below and illustrated in Examples 11 and 12. Write the entire bass: do–sol (note: for now, we’ll use only I and V chords, although we’ll see later that other chords more commonly precede V) 3."
483,open-music-theory:CADENCE_GRAVITY:319,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"If you’re writing in minor, remember to use the leading-tone, ti , in your V chord, making it a major triad, not minor. 375 | INTRODUCTION TO HARMONY, CADENCES, AND PHRASE ENDINGS --- Page 409 --- One or more interactive ele ments has bee n excluded f rom this v ersion of the text. You can view them online here: https://viv a.pressbook s.pub/ope nmusictheory/?p=2809 Example 11."
484,open-music-theory:CADENCE_GRAVITY:320,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Writing a HC in a min or key. Introduction to h armony, cadences, and phrase e ndings (.pdf, .docx). As ks students to wri te an d identify cadences using only I (o r i) an d V c hords in major and minor."
485,open-music-theory:CADENCE_GRAVITY:321,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Introduction to h armony, cadences, and phrase e ndings (.pdf, .docx). As ks students to wri te an d identify cadences using only I (o r i) an d V c hords in major and minor. Media Attributions • Phrase_Mod el © Jo hn Peterson is licensed un der a CC BY-SA (A ttribution ShareAlike) license • Example_3_Ca dence_Strength_Spec trum Footnotes INTRODUCTION TO HARMONY, CADENCES, AND PHRASE ENDINGS | 376 --- Page 410 --- STRENGTHENING ENDINGS WITH V7 John Peterson Key Takeaways • This chapter introduces how composers add a seventh to the dominant to strengthen its pull toward the tonic."
486,open-music-theory:CADENCE_GRAVITY:322,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"As ks students to wri te an d identify cadences using only I (o r i) an d V c hords in major and minor. Media Attributions • Phrase_Mod el © Jo hn Peterson is licensed un der a CC BY-SA (A ttribution ShareAlike) license • Example_3_Ca dence_Strength_Spec trum Footnotes INTRODUCTION TO HARMONY, CADENCES, AND PHRASE ENDINGS | 376 --- Page 410 --- STRENGTHENING ENDINGS WITH V7 John Peterson Key Takeaways • This chapter introduces how composers add a seventh to the dominant to strengthen its pull toward the tonic. There are three ways a V7 can resolve to tonic: ◦ The default resolution: where all active notes resolve according to their tendencies."
487,open-music-theory:CADENCE_GRAVITY:323,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Media Attributions • Phrase_Mod el © Jo hn Peterson is licensed un der a CC BY-SA (A ttribution ShareAlike) license • Example_3_Ca dence_Strength_Spec trum Footnotes INTRODUCTION TO HARMONY, CADENCES, AND PHRASE ENDINGS | 376 --- Page 410 --- STRENGTHENING ENDINGS WITH V7 John Peterson Key Takeaways • This chapter introduces how composers add a seventh to the dominant to strengthen its pull toward the tonic. There are three ways a V7 can resolve to tonic: ◦ The default resolution: where all active notes resolve according to their tendencies. ◦ Incomplete V7: where the fifth is omitted from the V7 and the V7‘s root is doubled instead to create a complete tonic."
488,open-music-theory:LEADING_TONE_UNRESOLVED:324,tutor,knowledge_base/MusicTheory/open-music-theory.txt,LEADING_TONE_UNRESOLVED,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,There are three ways a V7 can resolve to tonic: ◦ The default resolution: where all active notes resolve according to their tendencies. ◦ Incomplete V7: where the fifth is omitted from the V7 and the V7‘s root is doubled instead to create a complete tonic. ◦ Leading-tone drop: where the leading tone in a complete V7 leaps down to sol ( ) to create a complete tonic.
489,open-music-theory:LEADING_TONE_UNRESOLVED:325,tutor,knowledge_base/MusicTheory/open-music-theory.txt,LEADING_TONE_UNRESOLVED,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"◦ Incomplete V7: where the fifth is omitted from the V7 and the V7‘s root is doubled instead to create a complete tonic. ◦ Leading-tone drop: where the leading tone in a complete V7 leaps down to sol ( ) to create a complete tonic. The phrase i n Example 1 ends with a perfect authentic cadence (PAC) similar to th ose w e saw and wrote in the Introduction to Harm ony, Ca dences, and Endings chapter."
490,open-music-theory:LEADING_TONE_UNRESOLVED:326,tutor,knowledge_base/MusicTheory/open-music-theory.txt,LEADING_TONE_UNRESOLVED,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"◦ Leading-tone drop: where the leading tone in a complete V7 leaps down to sol ( ) to create a complete tonic. The phrase i n Example 1 ends with a perfect authentic cadence (PAC) similar to th ose w e saw and wrote in the Introduction to Harm ony, Ca dences, and Endings chapter. He re, however, the V c hord contains an e xtra note, fa ( ), that tran sforms it from a major triad into a dominant seventh chord."
491,open-music-theory:CADENCE_GRAVITY:327,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"The phrase i n Example 1 ends with a perfect authentic cadence (PAC) similar to th ose w e saw and wrote in the Introduction to Harm ony, Ca dences, and Endings chapter. He re, however, the V c hord contains an e xtra note, fa ( ), that tran sforms it from a major triad into a dominant seventh chord. Since the seventh adds dissonance (an d therefore instability) to th e chord, it strengthens the pull of the V c hord toward I."
492,open-music-theory:DOMINANT_FUNCTION:328,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"A PAC involving: (a) o nly triads a nd (b) a V7 chord. The Default Resolution of V7 to I When the notes of a complete V7 chord resolve according to th eir typical tendencies, we end up with a tonic triad that has thr ee roots an d one third—n o fifth (Examples 3a and3b). Thi s is a completely normal, expected, an d common resolution of V7 to I."
493,open-music-theory:DOMINANT_FUNCTION:329,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"By c ontrast, the root an d third are essential: the root determines the chord’s name, and the third determines its quality. The resolution in Example 3c, where re ( ) goes up to mi ( ), is very un common, an d such an un usual doubling in the tonic chord (tw o roots, tw o thirds) usually leads to v oice-leading problems. We suggest avoiding thi s kind of resolution."
494,open-music-theory:DOMINANT_FUNCTION:330,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,Tendencies of active notes in V7. Alternative Resolutions of V7 to I Sometimes a compose r may want the tonic chord to be c omplete rather than th e incomplete chord that occurs in the default resolution. Tw o alternative resolutions of V7 make it poss ible to c reate a c omplete I.
495,open-music-theory:LEADING_TONE_UNRESOLVED:331,tutor,knowledge_base/MusicTheory/open-music-theory.txt,LEADING_TONE_UNRESOLVED,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Alternative resolutio n of V7 involving a n incomplete V7. Leading-Tone Drop It’s also poss ible to c reate a c omplete I from a c omplete V7, but in order to d o so, w e have to a llow a tendency tone to m ove somewhere oth er than its expected resolution. Example 6 shows how thi s is 379 | STRENGTHENING ENDINGS WITH V7 --- Page 413 --- possible using a l eading-to ne drop."
496,open-music-theory:DOMINANT_FUNCTION:332,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"1 Here, ti ( ) drops down to sol ( ) in an i nner voice. Thi s works because: (1) ti ( ) is not a di ssonant note; (2) ti ( ) is in an i nner voice, so i t’s not too n oticeable; and (3) ti ( ) is the closest note th at can m ove to sol ( ) in the tonic without causing para llels. One or more interactive ele ments has bee n excluded f rom this v ersion of the text."
497,open-music-theory:CADENCE_GRAVITY:333,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Summary Example 7 summ arizes the three poss ible ways to r esolve V7–I. Y ou may notice that we have not discussed h ow V7 works in half cadences (HCs) . V7 is much less common in a HC s ince the HC i s already unstable, and adding a se venth makes it that much more unstable."
498,open-music-theory:CADENCE_GRAVITY:334,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"V7 is much less common in a HC s ince the HC i s already unstable, and adding a se venth makes it that much more unstable. Since such a cadence more often appears in Ro mantic music, Jan et Schmalfeldt (2011, 202) h as termed HCs i nvolving V7 the “19th-century HC.” One or more interactive ele ments has bee n excluded f rom this v ersion of the text. You can view them online here: https://viv a.pressbook s.pub/ope nmusictheory/?p=5581 Example 7."
499,open-music-theory:LEADING_TONE_UNRESOLVED:335,tutor,knowledge_base/MusicTheory/open-music-theory.txt,LEADING_TONE_UNRESOLVED,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"This is a te rm w e first heard from Nan cy Rogers at Florida State University. So me peo ple describe thi s phenomenon as a ""f rustrated leading tone,"" but we believe that ""leading-to ne drop"" be tter describes the technique. STRENGTHENING ENDINGS WITH V7 | 380 --- Page 414 --- Further Reading • Schmalfeldt, Jan et."
500,open-music-theory:CADENCE_GRAVITY:336,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Strengthening En dings with V7 (.pdf, .docx, spotify playlist). As ks students to wri te an d resolve V7 chords and provide analysis of cadences in select passa ges. Footnotes 381 | STRENGTHENING ENDINGS WITH V7 --- Page 415 --- STRENGTHENING ENDINGS WITH STRONG PREDOMINANTS John Peterson Key Takeaways This chapter introduces two strong predominants: IV and ii6."
501,open-music-theory:CADENCE_GRAVITY:337,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,As ks students to wri te an d resolve V7 chords and provide analysis of cadences in select passa ges. Footnotes 381 | STRENGTHENING ENDINGS WITH V7 --- Page 415 --- STRENGTHENING ENDINGS WITH STRONG PREDOMINANTS John Peterson Key Takeaways This chapter introduces two strong predominants: IV and ii6. • Both harmonize fa in the bass.
502,open-music-theory:PARALLEL_PERFECT:338,tutor,knowledge_base/MusicTheory/open-music-theory.txt,PARALLEL_PERFECT,Pedagogical survey of Common Practice and broader tonal repertoire,Critical,beginner,• Both harmonize fa in the bass. • They typically precede a dominant chord and predict that a dominant chord is on its way. • The most common part-writing error when using strong predominants is parallel octaves or fifths.
503,open-music-theory:PARALLEL_PERFECT:339,tutor,knowledge_base/MusicTheory/open-music-theory.txt,PARALLEL_PERFECT,Pedagogical survey of Common Practice and broader tonal repertoire,Critical,beginner,"• They typically precede a dominant chord and predict that a dominant chord is on its way. • The most common part-writing error when using strong predominants is parallel octaves or fifths. CHAPTER PLAYLIST As w e noted i n the Introduction to Harm ony, Ca dences, and Phrase En dings chapter, most phrase e ndings are strengthened us ing a s trong predominant (PD) that comes before the V c hord (Example 1)."
504,open-music-theory:PARALLEL_PERFECT:340,tutor,knowledge_base/MusicTheory/open-music-theory.txt,PARALLEL_PERFECT,Pedagogical survey of Common Practice and broader tonal repertoire,Critical,beginner,"• The most common part-writing error when using strong predominants is parallel octaves or fifths. CHAPTER PLAYLIST As w e noted i n the Introduction to Harm ony, Ca dences, and Phrase En dings chapter, most phrase e ndings are strengthened us ing a s trong predominant (PD) that comes before the V c hord (Example 1). An other way to sa y this is that it’s common for a phrase to e nd with the bass pa ttern fa–sol in a half cadence (HC) or fa–sol–do in an authentic cadence (AC) ."
505,open-music-theory:CADENCE_GRAVITY:341,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"CHAPTER PLAYLIST As w e noted i n the Introduction to Harm ony, Ca dences, and Phrase En dings chapter, most phrase e ndings are strengthened us ing a s trong predominant (PD) that comes before the V c hord (Example 1). An other way to sa y this is that it’s common for a phrase to e nd with the bass pa ttern fa–sol in a half cadence (HC) or fa–sol–do in an authentic cadence (AC) . The fa in the bass j ust before a cadence is the note th at typically gets harmonized wi th a s trong predominant (Example 2)—th ese chords are ii6 (the more common option) an d IV."
506,open-music-theory:CADENCE_GRAVITY:342,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,An other way to sa y this is that it’s common for a phrase to e nd with the bass pa ttern fa–sol in a half cadence (HC) or fa–sol–do in an authentic cadence (AC) . The fa in the bass j ust before a cadence is the note th at typically gets harmonized wi th a s trong predominant (Example 2)—th ese chords are ii6 (the more common option) an d IV. One or more interactive ele ments has bee n excluded f rom this v ersion of the text.
507,open-music-theory:DOMINANT_FUNCTION:343,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,Place ment of strong predomina nt at a ph rase ending. Writing with ii6 The strong predominant area adds a degree of challenge to wri ting bec ause it’s where para llel octaves and fifths tend to s how up (Example 3). You’ll w ant to c arefully check your wri ting ar ound strong predominants for para llels.
508,open-music-theory:DOMINANT_FUNCTION:344,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,Writing with ii6 The strong predominant area adds a degree of challenge to wri ting bec ause it’s where para llel octaves and fifths tend to s how up (Example 3). You’ll w ant to c arefully check your wri ting ar ound strong predominants for para llels. On e thing th at can help is to m ake as m any upper voices as poss ible in contrary m otion with the bass.
509,open-music-theory:CADENCE_GRAVITY:345,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Si nce the bass wi ll move up from fa to sol , that means it’s be st to move your upper voices down. Be low are the steps for wri ting an a uthentic cadence. Note th at if you want to wri te a h alf cadence, you just leave off the I chord at the end."
510,open-music-theory:CADENCE_GRAVITY:346,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Be low are the steps for wri ting an a uthentic cadence. Note th at if you want to wri te a h alf cadence, you just leave off the I chord at the end. One or more interactive ele ments has bee n excluded f rom this v ersion of the text."
511,open-music-theory:DOMINANT_FUNCTION:347,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"In ii6, since it’s a fi rst inversion chord, remember that you may double any note th at gives you the smoothest voice leading an d that avoids para llels. 383 | STRENGTHENING ENDINGS WITH STRONG PREDOMINANTS --- Page 417 --- This process is illustrated in Example 4 . One or more interactive ele ments has bee n excluded f rom this v ersion of the text."
512,open-music-theory:DOMINANT_FUNCTION:348,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"You can view them online here: https://viv a.pressbook s.pub/ope nmusictheory/?p=5665 Example 6. STRENGTHENING ENDINGS WITH STRONG PREDOMINANTS | 384 --- Page 418 --- Root position ii The ii chord in root pos ition is much less common than ii6 or IV, b ut it can be used as a s trong predominant in major keys. (In mi nor keys, the iio chord, like any diminished tri ad, doesn’t normally show up in root pos ition.) While it’s poss ible to wri te para llels with ii, it’s less likely than wi th IV o r ii6."
513,open-music-theory:DOMINANT_FUNCTION:349,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"You can view them online here: https://viv a.pressbook s.pub/ope nmusictheory/?p=5665 Example 7. Using IV and ii(6) in combination Sometimes a compose r will choose to use both IV an d ii(6) before the dominant at a phrase e nding. In such cases, ii always comes after IV."
514,open-music-theory:DOMINANT_FUNCTION:350,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"In such cases, ii always comes after IV. Al though both IV an d ii(6) are strong pre-dominants, ii(6) shares a special relationship with the V c hord that follows: the root o f ii is a fifth away from the root o f V, s imilar to how the root o f V is a fifth away from the root o f I (Example 8). Thi s root relationship makes ii a stronger predominant than IV, w hich is why ii always comes after IV, n ever before IV, w hen both ar e used a t a phrase e nding."
515,open-music-theory:DOMINANT_FUNCTION:351,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Al though both IV an d ii(6) are strong pre-dominants, ii(6) shares a special relationship with the V c hord that follows: the root o f ii is a fifth away from the root o f V, s imilar to how the root o f V is a fifth away from the root o f I (Example 8). Thi s root relationship makes ii a stronger predominant than IV, w hich is why ii always comes after IV, n ever before IV, w hen both ar e used a t a phrase e nding. One or more interactive ele ments has bee n excluded f rom this v ersion of the text."
516,open-music-theory:DOMINANT_FUNCTION:352,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Comparison of root relationships between ii–V (le ft) and V–I (right). 385 | STRENGTHENING ENDINGS WITH STRONG PREDOMINANTS --- Page 419 --- Assignments 1. Strengthening En dings with Strong Predominants (.pdf, .docx)."
517,open-music-theory:DOMINANT_FUNCTION:353,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"385 | STRENGTHENING ENDINGS WITH STRONG PREDOMINANTS --- Page 419 --- Assignments 1. Strengthening En dings with Strong Predominants (.pdf, .docx). Includes part wri ting from Ro man numerals and figures, analysis of phrase e ndings, and a di scussion question about a n umber from Hamilton."
518,open-music-theory:DOMINANT_FUNCTION:354,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Includes part wri ting from Ro man numerals and figures, analysis of phrase e ndings, and a di scussion question about a n umber from Hamilton. STRENGTHENING ENDINGS WITH STRONG PREDOMINANTS | 386 --- Page 420 --- EMBELLISHING TONES John Peterson Key Takeaways • Embellishing tones can be grouped into three categories (summarized in Example 13 ): ◦ Involving only stepwise motion: passing tone , neighbor tone ◦ Involving a leap: appoggiatura , escape tone ◦ Involving static notes: suspension , retardation , pedal , anticipation CHAPTER PLAYLIST Overview Example 1 reproduces Mari a Szym anowska’s Mar ch no. 6, w hich we also sa w in our discussion of strong predominants."
519,open-music-theory:DOMINANT_FUNCTION:355,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"STRENGTHENING ENDINGS WITH STRONG PREDOMINANTS | 386 --- Page 420 --- EMBELLISHING TONES John Peterson Key Takeaways • Embellishing tones can be grouped into three categories (summarized in Example 13 ): ◦ Involving only stepwise motion: passing tone , neighbor tone ◦ Involving a leap: appoggiatura , escape tone ◦ Involving static notes: suspension , retardation , pedal , anticipation CHAPTER PLAYLIST Overview Example 1 reproduces Mari a Szym anowska’s Mar ch no. 6, w hich we also sa w in our discussion of strong predominants. You might have noticed th at some of the notes in the bass i n mm."
520,open-music-theory:DOMINANT_FUNCTION:356,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"As ks students to wri te embellishing to nes in a tw o-voice texture and label embellishing to nes in an e xcerpt. Media Attributions • Generic_Em bellishing_T one_La yout © Jo hn Peterson is licensed un der a CC BY-SA (A ttribution ShareAlike) license EMBELLISHING TONES | 392 --- Page 426 --- STRENGTHENING ENDINGS WITH CADENTIAL 6/4 John Peterson Key Takeaways • This chapter introduces the , an embellishment of the dominant that results from the combination of two embellishing tones a sixth and a fourth above the bass note sol ( ). We label the and its resolution to V(7) as one unit: ."
521,open-music-theory:DOMINANT_FUNCTION:357,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"• Any chord that normally approaches V can approach . Most commonly, this is one of the strong predominants. • When resolving , be sure to follow the figures such that the sixth above the bass falls to a fifth above the bass and the fourth above the bass falls to a third above the bass."
522,open-music-theory:CADENCE_GRAVITY:358,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"• When resolving , be sure to follow the figures such that the sixth above the bass falls to a fifth above the bass and the fourth above the bass falls to a third above the bass. CHAPTER PLAYLIST So far, w e’ve see n that the dominant can be s trengthened, parti cularly at authentic cadences, by the addition of a se venth. We also sa w that both half cadences and authentic cadences are commonly strengthened using a s trong predominant."
523,open-music-theory:CADENCE_GRAVITY:359,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"CHAPTER PLAYLIST So far, w e’ve see n that the dominant can be s trengthened, parti cularly at authentic cadences, by the addition of a se venth. We also sa w that both half cadences and authentic cadences are commonly strengthened using a s trong predominant. In thi s chapter, we look at another way to s trengthen the the dominant’s dri ve toward resolution: the cadential ."
524,open-music-theory:CADENCE_GRAVITY:360,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"We also sa w that both half cadences and authentic cadences are commonly strengthened using a s trong predominant. In thi s chapter, we look at another way to s trengthen the the dominant’s dri ve toward resolution: the cadential . The authentic cadence in Example 1 involves a V7 that has bee n embellished by ."
